alcool,-0.06858277,-0.20025973,0.1750862,0.16954392,-0.14051628,0.078148946,-0.08459061,0.05753652,0.17109852,-0.06430899,-0.18026027,-0.087676376,-0.18367213,0.028950159,-0.11508754,0.14578316,0.18027386,-0.13508064,-0.0816666,0.13188595
inconnu,0.023199547,-0.15964326,0.056845315,0.21624097,-0.112748966,-0.0056832284,-0.12660623,0.09930879,-0.027847402,-0.008103011,-0.052870095,-0.1221938,-0.04867204,0.09490094,-0.081643276,0.13553363,0.1531659,-0.13447879,-0.0573765,0.14811614
fruitssecs,-0.0062049367,-0.17607358,0.081164606,0.11899887,-0.16308673,0.094411254,-0.20286831,0.037556708,0.029156543,-0.115356006,-0.19078103,-0.09796257,-0.07970721,0.104736164,-0.114284664,0.12385706,0.14557588,-0.09624346,-0.07262789,0.14051425
champignon,-0.0005347561,-0.019464532,0.09577195,0.046556856,-0.19635172,0.031545736,-0.1584781,0.0051961504,0.1257396,-0.12376489,-0.037610006,-0.07663372,-0.15825534,0.08881575,-0.059766546,0.07986039,0.1386793,-0.1736831,-0.104108736,0.06962796
vegetalsec,-0.045071885,-0.0055744722,0.030991174,0.07649348,-0.09860339,-0.02301406,-0.07347563,-0.045645308,0.05167882,0.0154380705,-0.016213525,-0.11587876,-0.096368484,0.061675966,-0.13187702,0.028122822,0.16700912,-0.1472199,-0.025771443,0.1159726
floral,-0.101844355,-0.14545397,0.024633763,0.16437306,-0.16456445,0.045943767,-0.18373778,0.042903785,0.065307125,-0.10649867,-0.099696204,-0.13037819,-0.16790435,0.05435531,-0.122549996,0.08992108,0.17105241,-0.15644558,-0.070727475,0.13367584
géranium,-0.062284388,-0.06905397,0.18477161,0.1296059,-0.11459529,0.09364006,-0.13199013,-0.0034017246,0.111545265,-0.09470597,-0.14906105,-0.03823646,-0.10987578,0.16729465,-0.09594845,0.16078392,0.09889502,-0.1485802,-0.08714543,0.09561157
empyreumatique,-0.08957486,-0.094222344,0.16353002,0.052222375,-0.083212,0.016026918,-0.12698922,-0.019923832,0.060546923,-0.127327,-0.15944034,-0.14009732,-0.13079461,0.11102143,0.005581761,0.09109809,0.11688389,-0.13788211,-0.15658829,0.12746604
chimique,-0.11147876,-0.053969137,0.10238257,0.18752071,-0.1810523,0.13283437,-0.12383834,0.059293743,0.061542783,0.008017993,-0.09351738,-0.090623304,-0.14524712,0.14207536,-0.111563854,0.10383159,0.18196884,-0.10358852,-0.019923154,0.08048159
autre,-0.10517161,-0.06358051,0.040488362,0.18024763,-0.124630764,-0.070532605,-0.13626283,-0.020392338,0.027898397,-0.16042233,-0.04188079,-0.041057408,-0.10808196,0.013107911,-0.16867602,0.0020267363,0.112408996,-0.0959948,-0.028438192,0.10990347
rose,-0.088713795,-0.17256403,0.015670985,0.04929888,-0.06404414,0.03140652,-0.10167925,0.056431122,0.079131715,-0.03905808,-0.063944675,-0.101503104,-0.10230577,0.10074006,-0.08172865,0.008247405,0.14747228,-0.14641109,-0.037422694,0.1336027
noyaudecerise,-0.022476077,-0.089543186,0.01407767,0.1715526,-0.09376829,0.031259734,-0.093981944,-0.02724363,-0.048323452,-0.06011193,-0.087583065,-0.12725544,-0.0867278,0.1232853,-0.034130592,0.018142212,0.08261927,-0.05702825,-0.12648538,0.07224278
agrumes,0.005952733,-0.008119743,0.0088289045,0.15872596,-0.124123536,0.012386631,-0.07208334,0.011005513,0.018955324,0.0002285093,-0.055066917,-0.066664964,-0.05941057,0.13897064,-0.14135247,0.12848788,0.15716055,-0.12852149,0.009295851,0.17006755
lactone,0.015535844,-0.046359982,0.006433759,0.13236721,-0.08125342,0.0018675141,-0.08751319,0.008790486,-0.013028422,0.007392181,-0.104074016,-0.06703591,-0.08931821,0.042820483,-0.08691658,0.13723874,0.18129745,-0.092471465,-0.07866478,0.088623285
fruitsnoirs,-0.06982472,-0.1459216,0.039352782,0.11842156,-0.106650025,0.02935351,-0.07409017,-0.0066735465,0.0039241575,-0.02672517,-0.14490588,-0.13022818,-0.082933895,0.056258924,-0.11274712,0.05266391,0.18195665,-0.13182451,-0.03754138,0.1347985
levure,-0.025926836,-0.11380728,-0.008493313,0.110038385,-0.091258064,0.014989551,-0.05628916,0.009517178,-0.0033263108,-0.02150023,-0.12124722,-0.16297862,-0.06552224,0.14139764,-0.05682174,0.036562137,0.088150755,-0.13557203,-0.07119363,0.15271574
métallique,-0.022555504,-0.11440724,-0.017423611,0.11331379,-0.0645384,0.045341216,-0.17283908,0.078120664,0.054682795,0.037270863,-0.16170591,-0.14827862,-0.069808334,0.12895751,-0.11354893,0.086977825,0.16985843,-0.078194454,-0.03373912,0.08578876
ànoyaux,-0.016452858,-0.0060740225,0.1068676,0.08779071,-0.13505252,-0.004335667,-0.05237206,0.006222602,0.056904666,-0.06969863,-0.096703365,-0.09732336,-0.1614709,0.072620325,-0.10160871,0.07079231,0.16722028,-0.11717044,-0.03828432,0.06291917
animal,0.0001937431,-0.11509812,0.08310593,0.044197932,-0.11813402,0.0679643,-0.11847699,-0.00038452446,-0.023624862,-0.10157132,-0.09227157,-0.10236147,-0.12260322,0.08162819,-0.18524131,0.0209644,0.089565344,-0.06177668,-0.12547061,0.0342696
malte,-0.034379367,-0.11290422,0.03699387,0.12217192,-0.19879587,0.11462357,-0.056436956,-0.0030595753,-0.08814101,-0.11504668,-0.16024038,-0.17264423,-0.110761106,0.09059559,-0.089997716,0.06098277,0.08751241,-0.09274238,-0.17574254,0.09556568
amandeamère,0.021423858,-0.16824122,0.081300475,0.07396359,-0.15552393,0.022432191,-0.1315847,0.00914632,0.032342643,-0.019399827,-0.07413424,-0.12024153,-0.11842806,-0.016151339,-0.10252753,0.07008824,0.08798207,-0.14137231,-0.015961986,-0.01401399
fruitsexotiques,-0.14736426,0.014246532,0.1163508,0.06589106,-0.115342766,0.011022473,-0.058340512,-0.012021455,0.048098586,-0.10530609,-0.035512365,-0.09468991,-0.017976895,0.086580336,-0.101536825,0.06478767,0.06574344,-0.07401736,-0.0765188,0.09169112
boise,-0.042919565,-0.045224197,0.020090446,0.14768817,-0.02769824,0.05663841,-0.08041933,-0.069002934,0.0251315,-0.12444359,-0.04222414,-0.09430497,-0.10734718,0.010751672,-0.075380206,0.115926996,0.0784215,-0.055352956,-0.014801597,0.09461914
soufre,0.031255506,-0.042183235,0.057312127,0.04521051,-0.04819719,0.017851423,-0.07762748,0.05848606,0.09956564,-0.031663362,-0.06909501,-0.17236593,-0.072957054,0.11621025,-0.11545408,0.0019777585,0.025426874,-0.045242745,0.013540026,0.062351003
fruitscuits,-0.030881517,-0.056508057,0.10402843,0.124331616,-0.05704211,-0.037258945,-0.11471339,0.06837331,-0.04707987,-0.061914586,-0.1560881,-0.1152462,-0.11551851,0.082445145,-0.0171802,0.073899165,0.08067681,-0.13978015,0.004387264,0.052097403
amylique,-0.037558235,-0.102629706,0.038744878,0.077926435,-0.05533415,0.029798597,-0.07869373,0.08089907,0.022025349,-0.0853724,-0.077229924,-0.11611569,-0.07425167,0.016774856,-0.03275188,0.15129447,0.10995011,-0.04148861,-0.015871158,0.11635537
caramel,0.009577051,-0.1860828,0.081070766,0.14855386,-0.12571967,-0.09014053,-0.13306175,0.083860315,-0.016817708,-0.14811438,-0.061604694,-0.14027795,0.009843524,0.08550644,-0.033377245,0.03895642,0.1306711,-0.107315056,-0.0041740118,0.07614148
vinaigre,0.08057587,0.016475897,0.019614194,0.015903551,0.015074737,0.07701421,-0.033071347,0.05630949,-0.030723996,-0.049552437,-0.029095232,0.04340209,-0.07481745,-0.03969589,-0.04124021,0.008087162,-0.027282808,-0.044343635,0.056042485,0.108194634
fruitsjaunes,0.063998714,-0.084312126,0.099516496,0.06490973,-0.107459575,0.02673787,-0.124522194,0.09608829,0.05286779,-0.08054143,-0.09269483,-0.09378295,-0.06334144,0.1707018,-0.13547893,0.043776385,0.18517229,-0.023211073,-0.019862616,0.021233227
pharmaceutique,0.022760533,-0.030113034,-0.033573557,0.05740425,-0.04687604,-0.016622178,-0.08500713,0.028768025,-0.04085651,-0.09479414,-0.08281847,-0.120352924,-0.06436062,0.059817553,-0.106927514,0.017706038,0.03486173,-0.16907561,-0.069798194,0.13154624
lactique,-0.062698305,-0.09812716,0.015156632,0.109270796,-0.064923294,-0.02217172,-0.071201235,0.11884856,-0.02934896,-0.09499379,-0.081270665,-0.14215994,-0.06605847,-0.015184873,-0.05320566,0.027549567,0.112320006,-0.16458403,-0.047739953,0.09795898
fruitsàpépins,-0.061433896,-0.098535866,0.052113835,0.1349814,0.012643663,-0.026702167,-0.11784382,0.021862352,-0.014860956,-0.12416015,0.010927541,-0.13177766,-0.030479237,0.09581667,-0.09488852,-0.019183753,0.11727891,-0.007250406,-0.012174816,0.04882256
aldehyde,0.084906325,-0.07122145,0.04932696,0.0053338506,-0.12520538,0.03253629,-0.09351214,0.015065955,0.018097162,-0.08093968,-0.033382464,-0.09938535,-0.16429296,-0.050526705,-0.048031542,-0.024394684,0.1019697,-0.048990082,-0.068602994,0.10879381
moisi,0.08582579,0.0015701242,-0.097598955,0.08547767,-0.05084963,0.040020708,-0.093686484,-0.03315185,0.008667968,-0.04886814,0.07396284,0.007958738,-0.040418983,0.015518575,0.04071898,-0.060958937,0.1439923,-0.047816064,-0.07617441,0.049436375
terreux,0.050458513,0.010061532,-0.08875276,0.101376094,-0.11340657,0.072798975,-0.09044871,-0.057125352,-0.005342856,-0.0720498,0.09152743,-0.023722589,0.027057849,0.068305746,0.06183255,-0.020384895,0.09413019,-0.022363033,-0.05960439,0.09822507
vegetalvert,-0.07310441,-0.11272097,0.06732564,0.107773215,-0.040234737,0.020906985,-0.0020575114,0.0058260076,-0.03796512,0.012144361,0.030829614,-0.083008595,-0.095828235,0.042269625,-0.013290387,0.020328928,-0.05953884,0.029079262,-0.04715902,0.078443535
pieds,-0.07476257,-0.050753836,0.09300844,0.018441845,-0.04256888,0.03746459,-0.040637184,-0.01364453,0.0074765556,-0.008518446,-0.048407808,-0.09623788,0.0016234508,0.07525499,-0.04549803,0.06530975,0.0064418763,-0.10757212,-0.017897077,0.09914411
menthe,0.05164175,-0.03884722,0.05602456,0.1112677,-0.081874445,0.011954362,-0.056154866,0.023486529,-0.010657571,-0.071831554,-0.12133238,-0.067711346,-0.096930325,0.1510935,-0.06729894,0.02692267,0.10167572,-0.11660674,0.002302085,0.04792829
violette,0.019890934,-0.02493966,-0.00053276494,0.040246088,-0.10057593,-0.061050765,0.065739155,-0.026602428,-0.016991612,0.0028790813,-0.010139443,-0.07571078,-0.031968806,0.057841484,0.04064504,-0.06098643,-0.0057496494,-0.100867614,0.019843556,0.008778812
fruite,-0.043564923,-0.062961735,0.049267165,0.14044851,-0.0017859209,0.00047689304,-0.09303596,0.04545103,0.035482243,-0.054861583,-0.03162691,-0.053140476,-0.16094536,0.021081496,-0.1185285,0.0786947,0.061566338,-0.046852544,-0.0036064498,0.11168717
pommedeterre,-0.054267287,-0.13102284,0.012617581,0.035068233,-0.13047954,-0.019985393,-0.08343625,0.044429485,-0.03250288,-0.039929986,-0.08240007,-0.06722743,-0.0720233,0.14299299,-0.06746853,0.138884,0.123778865,-0.106667146,-0.051830284,0.07680995
fumé,-0.05519634,-0.02962923,0.03786059,0.10129211,-0.026397668,-0.032039262,-0.027061427,0.08701019,-0.03654299,-0.0966384,-0.02966087,-0.0423128,-0.03360348,0.084500834,0.0045849085,0.11565314,0.094889045,-0.044262417,-0.01116582,0.08913804
légumescuits,0.021590427,-0.040200762,0.009884306,0.0660143,-0.08466759,0.070720434,-0.06567974,0.03217699,-0.015753184,-0.045995694,-0.07299447,-0.08546705,-0.076234184,0.025970172,-0.046963044,0.073413454,0.05640127,-0.043005556,-0.08282634,0.04438421
pyrazique,0.10696985,-0.02719515,-0.027260525,0.06341031,-0.06170423,-0.025939286,-0.10541711,0.0421284,0.042957094,-0.009808979,-0.13187394,-0.04453532,-0.042356003,0.07053695,-0.12083412,0.026180672,0.054624926,-0.03485714,-0.036320426,0.14333305
